#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
arles_region_tradezone_d_augsburg;Potential Augsburg Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_baden;Potential Baden Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_chur;Potential Chur Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_alsace;Potential Sundgau Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_zahringen;Potential Zähringen Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_teck;Potential Teck Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_burgau;Potential Ulm Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_bohemia;Potential Praha Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_moravia;Potential Olomouc Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_aegean_islands;Potential Kykládes Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_thrace;Potential Konstantinoupolis Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_strymon;Potential Strymonos Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_thessalonika;Potential Thessaloníke Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_neopatras;Potential Neai Patrai Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_dyrrachion;Potential Dyrrakhiou Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_epirus;Potential Nikopolis Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_cephalonia;Potential Kephallenia Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_athens;Potential Attika Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_achaia;Potential Korinthos Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_krete;Potential Khándax Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_paphlagonia;Potential Paphlagonia Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_boukellarion;Potential Ankyra Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_samos;Potential Smyrna Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_thracesia;Potential Karía Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_opsikon;Potential Nikaia Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_optimatoi;Potential Nikomedeia Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_cibyrrhaeot;Potential Attáleia Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_charsianon;Potential Kaisareia Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_cappadocia;Potential Tyana Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_coloneia;Potential Koloneia Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_sebasteia;Potential Sebasteia Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_lykandos;Potential Lykandos Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_anatolia;Potential Ikonion Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_melitene;Potential Melitene Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_cyprus;Potential Nikosia Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_trebizond;Potential Trapezous Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_cherson;Potential Cherson Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_armeniacon;Potential Amaseia Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_armenia_minor;Potential Sision Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_seleukeia;Potential Seleukeia Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_turnovo;Potential Tarnovo Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_karvuna;Potential Karvuna Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_adrianopolis;Potential Adrianopol Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_vidin;Potential Vidin Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_ohrid;Potential Skopje Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_rashka;Potential Rashka Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_macva;Potential Macva Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_hum;Potential Podgorje Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_dioclea;Potential Crna Gora Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_ragusa;Potential Dubrovnik Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_skane;Potential Væstær Skane Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_sjaelland;Potential Nørræ Syaland Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_halland;Potential Nørræ Halland Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_jylland;Potential Abosysæl Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_slesvig;Potential Istathesysæl Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_bornholm;Potential Burghændæholm Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_iceland;Potential Suðurland Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_uppland;Potential Tiundaland Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_ostergotland;Potential Östergötland Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_vastergotland;Potential Lödöse Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_sodermandland;Potential Södermanland Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_halsingland;Potential Alir Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_gotland;Potential Gotland Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_ostlandet;Potential Vingulmörk Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_opplandene;Potential Heiðmørk Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_vestlandet;Potential Horðaland Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_more;Potential Norðmœri Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_trondelag;Potential Ytriþrœndalóg Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_halogaland;Potential Hálogaland Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_jamtland;Potential Jamtaland Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_faereyar;Potential Færeyar Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_vladimir;Potential Suzdal Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_nizhny_novgorod;Potential Nizhny Novgorod Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_ustyg;Potential Veliky Ustjug Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_tver;Potential Tver Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_rostov;Potential Rostov Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_moskva;Potential Moskva Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_ryazan;Potential Riazan' Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_murom;Potential Murom Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_polotsk;Potential Polotsk Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_minsk;Potential Minsk Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_kiev;Potential Kiev Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_pereyaslavl;Potential Perejaslavl Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_novgorod-seversk;Potential Novgorod Seversky Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_smolensk;Potential Smolensk Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_toropec;Potential Toropec Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_turov;Potential Turov Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_chernigov;Potential Chernigov Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_novosil;Potential Novosil Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_novgorod;Potential Novgorod Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_russa;Potential Rusa Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_pskov;Potential Pskov Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_beloozero;Potential Beloozero Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_mazovia;Potential Plock Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_greater_poland;Potential Poznan Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_silesia;Potential Wroclaw Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_lesser_poland;Potential Sandomierz Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_kuyavia;Potential Kujawy Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_sieradzko-leczyckie;Potential Sieradz Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_lithuanians;Potential Lietuva Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_trakai;Potential Trakai Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_samogitia;Potential Žëmaitëjë Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_prussia;Potential Sambi Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_galich;Potential Halych Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_volhynia;Potential Vladimir Volynsky Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_podlaise;Potential Belsk Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_belz;Potential Belz Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_wallachia;Potential Tirgoviste Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_oltenia;Potential Severin Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_moldau;Potential Iasi Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_basarabia;Potential Tighina Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_esztergom;Potential Fejér Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_gyor;Potential Gyõr Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_nyitra;Potential Nyitra Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_pecs;Potential Tolna Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_ungvar;Potential Zemplén Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_ujavar;Potential Abauj Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_csanad;Potential Csanad Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_bacs;Potential Bodrog Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_syrmia;Potential Szerém Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_pest;Potential Bihar Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_transylvania;Potential Szatmár Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_bosnia;Potential Donji Kraji Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_usora_i_soli;Potential Usora Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_dalmatia;Potential Cetina Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_krk;Potential Krk Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_dalmatian_islands;Potential Hvar Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_croatia;Potential Vodica Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_slavonia;Potential Zagreb Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_arabia_petrae;Potential Al-Jawf Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_amman;Potential Al-Qatif Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_medina;Potential Makkah Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_nefoud;Potential Hail Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_oman;Potential Masqat Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_zabid;Potential al-Ma'afir Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_sanaa;Potential Sanaa Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_hadramaut;Potential Mahra Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_alexandria;Potential Iskandarîya Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_damietta;Potential Nastarâwa Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_cairo;Potential Cairo Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_alwahat;Potential Dakhila Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_aswan;Potential Aswan Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_cyrenaica;Potential Barqa Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_sinai;Potential Nekhel Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_aleppo;Potential Halab Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_homs;Potential Hims Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_damascus;Potential Ghutah Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_jordan;Potential Balqa Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_berbera;Potential Berbera Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_ifat;Potential Adal Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_tedjoura;Potential Tadjoura Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_afar;Potential Assab Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_axum;Potential Aksum Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_damot;Potential Damot Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_gondar;Potential Dembiya Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_amhara;Potential Angot Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_alodia;Potential Soba Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_nubia;Potential Makuria Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_nobatia;Potential Nubia Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_sennar;Potential Sennar Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_darfur;Potential Uri Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_aydhab;Potential Aydhab Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_badi;Potential Bâdi Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_kassala;Potential Kassala Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_somerset;Potential Winchester Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_canterbury;Potential Kent Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_cornwall;Potential Cornwall Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_hereford;Potential Hereford Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_bedford;Potential Bedford Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_essex;Potential Essex Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_norfolk;Potential Norfolk Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_fivebouroughs;Potential Lincoln Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_york;Potential The West Riding Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_lancaster;Potential Lancaster Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_northumberland;Potential Northumberland Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_channel_islands;Potential Channel Isles Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_gwynedd;Potential Gwynedd Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_deheubarth;Potential Dyfed Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_powys;Potential Powys Wenwynwyn Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_morgannwg;Potential Glywysing Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_ulster;Potential Antrim Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_connacht;Potential Mayo Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_meath;Potential Brega Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_leinster;Potential Kildare Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_munster;Potential Corcaigh Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_galloway;Potential Galloway Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_lothian;Potential Lothian Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_albany;Potential Gowrie Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_moray;Potential Moray Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_aberdeen;Potential Obar Dheathain Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_sutherland;Potential Cataibh Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_strathclyde;Potential Rinn Friu Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_ellan_vannin;Potential Isle of Man Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_hebrides;Potential Argyll Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_orkney;Potential Orkneyar Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_western_isles;Potential Leodhas Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_lombardia;Potential Milano Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_como;Potential Como Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_verona;Potential Verona Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_parma;Potential Parma Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_susa;Potential Susa Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_monferrato;Potential Monferrato Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_genoa;Potential Genova Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_savona;Potential Savona Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_modena;Potential Modena Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_mantua;Potential Mantua Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_lucca;Potential Lucca Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_toscana;Potential Firenze Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_pisa;Potential Pisa Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_ferrara;Potential Ferrara Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_ravenna;Potential Ravenna Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_ancona;Potential Ancona Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_urbino;Potential Urbino Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_spoleto;Potential Spoleto Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_latium;Potential Roma Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_corsica;Potential Terra di Comune Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_sardinia;Potential Cagliari Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_benevento;Potential Benevento Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_napoli;Potential Napoli Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_capua;Potential Capua Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_apulia;Potential Melfi Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_loritello;Potential Larino Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_tarent;Potential Taranto Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_salerno;Potential Salerno Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_alvito;Potential Alvito Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_calabria;Potential Gerace Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_sicily;Potential Palermu Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_venice;Potential Venezia Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_savoie;Potential Savoia Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_aosta;Potential Aosta Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_arles;Potential Arle Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_provence;Potential Provence Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_lyon;Potential Lyon Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_dauphine;Potential Viennois Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_basel;Potential Basel Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_upper_burgundy;Potential Varais Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_brittany;Potential Naoned Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_flanders;Potential Brugge Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_artois;Potential Artois Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_burgundy;Potential Dijon Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_bourbon;Potential Bourbon Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_anjou;Potential Anjou Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_normandy;Potential Bayeux Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_alencon;Potential Alençon Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_orleans;Potential Orléans Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_blois;Potential Blois Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_berry;Potential Bourges Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_nevers;Potential Nevers Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_archreims;Potential Reims Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_champagne;Potential Troyes Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_rethel;Potential Réthel Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_valois;Potential Paris Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_toulouse;Potential Tolosa Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_gevaudan;Potential Gavaudan Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_foix;Potential Fois Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_septimania;Potential Narbona Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_gascogne;Potential Armagnac Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_aquitaine;Potential Bordeaux Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_auvergne;Potential Auvèrnhe Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_poitou;Potential Poitiers Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_limousin;Potential Limousin Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_castilla;Potential Burgos Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_segovia;Potential Segovia Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_najera;Potential Nájera Trade Zone;;;;;;;;;;;;;x
arles_region_tradezone_d_navarra;Potential Navarra Trade Zone;;;;;;;;;;;;;x
